eITMS Code,Manufacturer,Model,Lab,Aisle,Location In Aisle,Financial Owner Department,Status,Serial Number,Project Name,Project Organization,Project ID
005190C,EMC2,SYMMETRIX,RTP10 SDU Lab,EE,01,020022838,ACTIVE,102845322,SDU Spares,SDU-RTP10,3
005190D,CISCO,WS-X6704-10GE,RTP10 SDU Lab,E,01,020022838,ACTIVE,SAL1632K6PA,SDU Spares,SDU-RTP10,3
005190E,CISCO,N7K-M132XP-12,RTP10 SDU Lab,CC,06,020022838,ACTIVE,JAB122300RZ,SDU CVF,SDU-RTP10,2
005190F,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,I,08,020022838,ACTIVE,FOX11010SRP,SDU Spares,SDU-RTP10,3
0051911,CISCO,15454-MS-ISC-100T,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1312A027,SDU Spares,SDU-RTP10,3
0051912,CISCO,WS-C6503E-S32-GE,RTP10 SDU Lab,G,19,020022838,ACTIVE,FOX092602SD,SDU CVF,SDU-RTP10,2
0051914,CISCO,15454-OSCM,RTP10 SDU Lab,JJ,05,020022838,ACTIVE,CAT1314B0HE,SDU Spares,SDU-RTP10,3
005191A,CISCO,N20-B6620-1,RTP10 SDU Lab,FF,20,020022838,ACTIVE,SNNO-005191A,SDU CVF,SDU-RTP10,2
005191B,PENGUIN COMPUTING,PENGUIN,RTP10 SDU Lab,CC,20,020022838,ACTIVE,P1238010293,SDU Spares,SDU-RTP10,3
005191D,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120897,SDU Spares,SDU-RTP10,3
005191E,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120899,SDU Spares,SDU-RTP10,3
005191F,PENGUIN COMPUTING,PENGUIN,RTP10 SDU Lab,CC,20,020022838,ACTIVE,P1237040376,SDU Spares,SDU-RTP10,3
0051927,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236020709,SDU Spares,SDU-RTP10,3
005192B,CISCO,N20-B6625-1,RTP10 SDU Lab,G,23,020022838,ACTIVE,SNNO-005192B,SDU CVF,SDU-RTP10,2
005192E,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120884,SDU Spares,SDU-RTP10,3
0051930,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070228,SDU Spares,SDU-RTP10,3
0051931,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120868,SDU Spares,SDU-RTP10,3
0051932,CISCO,N7K-M132XP-12,RTP10 SDU Lab,HH,03,020022838,ACTIVE,JAF1414BTTC,SDU VMDC Ent,SDU-RTP10,4
0051941,MRV,LX-5250-24VYS1,RTP10 SDU Lab,F,17,020022838,ACTIVE,AABC0000840,SDU CVF,SDU-RTP10,2
005194D,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,EE,09,020022838,ACTIVE,103471473,SDU Spares,SDU-RTP10,3
0051952,IXIA,LM100TX,RTP10 SDU Lab,E,18,020022838,ACTIVE,SNNO-0051952,SDU CVF,SDU-RTP10,2
0051953,IXIA,LM100TX,RTP10 SDU Lab,E,18,020022838,ACTIVE,SNNO-0051953,SDU CVF,SDU-RTP10,2
0051954,IXIA,LM100TX,RTP10 SDU Lab,E,18,020022838,ACTIVE,SNNO-0051954,SDU CVF,SDU-RTP10,2
0051961,PENGUIN COMPUTING,ALTUS 600,RTP10 SDU Lab,CC,20,020022838,ACTIVE,P1237050385,SDU Spares,SDU-RTP10,3
0051962,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120888,SDU Spares,SDU-RTP10,3
0051968,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238010304,SDU Spares,SDU-RTP10,3
005196A,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1236120885,SDU Spares,SDU-RTP10,3
005196B,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070234,SDU Spares,SDU-RTP10,3
005196C,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070230,SDU Spares,SDU-RTP10,3
005196D,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070233,SDU Spares,SDU-RTP10,3
005196E,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070229,SDU Spares,SDU-RTP10,3
005196F,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070232,SDU Spares,SDU-RTP10,3
0051970,PENGUIN COMPUTING,ALTUS 1650 SA,RTP10 SDU Lab,CC,18,020022838,ACTIVE,P1238070227,SDU Spares,SDU-RTP10,3
0051972,IXIA,IXIA 1600T,RTP10 SDU Lab,E,18,020022838,ACTIVE,1600T-23748,SDU CVF,SDU-RTP10,2
0051973,IXIA,LM1000STXS4,RTP10 SDU Lab,E,18,020022838,ACTIVE,18773,SDU CVF,SDU-RTP10,2
0051975,IXIA,LM1000SFPS4,RTP10 SDU Lab,E,18,020022838,ACTIVE,W228153,SDU CVF,SDU-RTP10,2
0051976,IXIA,LM1000TXS8,RTP10 SDU Lab,E,18,020022838,ACTIVE,33032,SDU CVF,SDU-RTP10,2
0051977,IXIA,LM1000STXS4-256,RTP10 SDU Lab,E,18,020022838,ACTIVE,46531,SDU CVF,SDU-RTP10,2
0051979,CISCO,R200-1120402,RTP10 SDU Lab,GG,01,020022838,ACTIVE,QCI1420A9XV,SDU VMDC Ent,SDU-RTP10,4
005197C,CISCO,7600-SIP-600,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAB110401N4,SDU Spares,SDU-RTP10,3
005197D,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024K30,SDU Spares,SDU-RTP10,3
005197F,CISCO,WS-C4900M,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12021CW4,SDU Spares,SDU-RTP10,3
0051982,HP,SERVER,RTP10 SDU Lab,CC,19,020022838,ACTIVE,19073081,SDU Spares,SDU-RTP10,3
0051984,CISCO,WS-C4900M,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE120110H7,SDU Spares,SDU-RTP10,3
0051985,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024K33,SDU Spares,SDU-RTP10,3
0051986,MRV,LX-5250-24VYS1,RTP10 SDU Lab,HH,02,020022838,ACTIVE,AABC0001088,SDU VMDC Ent,SDU-RTP10,4
0051987,CISCO,WS-C6504E-S32-GE,RTP10 SDU Lab,G,29,020022838,ACTIVE,FOX11310AAV,SDU CVF,SDU-RTP10,2
0051988,CISCO,N7K-C7010-BUN,RTP10 SDU Lab,F,20,020022838,ACTIVE,JAF1425APGN,SDU CVF,SDU-RTP10,2
0051989,CISCO,N7K-SUP1-BUN,RTP10 SDU Lab,GG,14,020022838,ACTIVE,JAF1428DPET,SDU VMDC Ent,SDU-RTP10,4
005198C,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,DD,20,020022838,ACTIVE,103471510,SDU Spares,SDU-RTP10,3
005198D,CISCO,MCS-7845-I3-CCE2,RTP10 SDU Lab,F,24,020022838,ACTIVE,1S7947AC1KQYGDCL,SDU CVF,SDU-RTP10,2
005198E,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,FF,31,020022838,ACTIVE,FOX10520AA8,SDU CVF,SDU-RTP10,2
0051991,MRV,LX-5250-24VYS1,RTP10 SDU Lab,EE,28,020022838,ACTIVE,AABC0000687,SDU CVF,SDU-RTP10,2
0051992,CISCO,MCS-7845-I3-CCE2,RTP10 SDU Lab,F,24,020022838,ACTIVE,1S7947AC1KQYAPZX,SDU CVF,SDU-RTP10,2
0051993,CISCO,N10-S6100,RTP10 SDU Lab,G,17,020022838,ACTIVE,SSI131207G8,SDU CVF,SDU-RTP10,2
0051997,CISCO,WS-X6708-10GE,RTP10 SDU Lab,E,01,020022838,ACTIVE,SSAL14017MY1,SDU Spares,SDU-RTP10,3
0051998,CISCO,N10-S6100,RTP10 SDU Lab,G,17,020022838,ACTIVE,SSI131207HZ,SDU CVF,SDU-RTP10,2
0051999,CISCO,7600-SIP-600,RTP10 SDU Lab,DD,25,020022838,ACTIVE,JAB110401Q3,SDU Spares,SDU-RTP10,3
005199A,CISCO,R200-1120402,RTP10 SDU Lab,GG,01,020022838,ACTIVE,QCI1349901V,SDU VMDC Ent,SDU-RTP10,4
005199B,Belkin,OMNI VIEW,RTP10 SDU Lab,CC,16,020022838,ACTIVE,73007000132,SDU Spares,SDU-RTP10,3
005199C,MRV,LX-5250-24VYS1,RTP10 SDU Lab,G,29,020022838,ACTIVE,AABC0000673,SDU CVF,SDU-RTP10,2
005199F,CISCO,WS-X6704-10GE,RTP10 SDU Lab,J,18,020022838,ACTIVE,SAL0846603R,SDU Spares,SDU-RTP10,3
00519A0,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024BPM,SDU Spares,SDU-RTP10,3
00519A1,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,JJ,09,020022838,ACTIVE,103471822,SDU Spares,SDU-RTP10,3
00519A3,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE12024K77,SDU Spares,SDU-RTP10,3
00519A4,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,C,31,020022838,ACTIVE,103471882,SDU Spares,SDU-RTP10,3
00519A5,MRV,LX-5250-24VYS1,RTP10 SDU Lab,G,31,020022838,ACTIVE,AABC0000661,SDU CVF,SDU-RTP10,2
00519A7,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,H,20,020022838,ACTIVE,103471884,SDU Spares,SDU-RTP10,3
00519A8,MRV,LX-5250-24VYS1,RTP10 SDU Lab,C,31,020022838,ACTIVE,AABC0001299,SDU Spares,SDU-RTP10,3
00519AC,CISCO,WS-C4900M,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE1229OZQW,SDU Spares,SDU-RTP10,3
00519AF,IOGEAR,MINIVIEW ULTRA +,RTP10 SDU Lab,DD,17,020022838,ACTIVE,HCKC123097,SDU Spares,SDU-RTP10,3
00519B0,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,DD,21,020022838,ACTIVE,103471876,SDU Spares,SDU-RTP10,3
00519B1,AVOCENT,DSR2020,RTP10 SDU Lab,DD,17,020022838,ACTIVE,270079936,SDU Spares,SDU-RTP10,3
00519B5,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,F,19,020022838,ACTIVE,FOX11010SE0,SDU CVF,SDU-RTP10,2
00519B7,CISCO,WS-X6748-GE-TX,RTP10 SDU Lab,G,29,020022838,ACTIVE,SAL1051BJT2,SDU CVF,SDU-RTP10,2
00519BB,MRV,EMPMC-36RJ-R,RTP10 SDU Lab,CC,15,020022838,ACTIVE,061807EM0EQ8,SDU Spares,SDU-RTP10,3
00519BE,MRV,MCC 144,RTP10 SDU Lab,CC,15,020022838,ACTIVE,051507AT85TO,SDU Spares,SDU-RTP10,3
00519C0,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,JJ,06,020022838,ACTIVE,FOX103707ES,SDU Spares,SDU-RTP10,3
00519C2,PENGUIN COMPUTING,ALTUS 2600SS,RTP10 SDU Lab,CC,19,020022838,ACTIVE,P1236120612,SDU Spares,SDU-RTP10,3
00519C3,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,19,020022838,ACTIVE,P1236020866,SDU Spares,SDU-RTP10,3
00519C4,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,13,020022838,ACTIVE,JAE1223KATF,SDU Spares,SDU-RTP10,3
00519C5,PENGUIN COMPUTING,ALTUS 2600SA,RTP10 SDU Lab,D,17,020022838,ACTIVE,P1237030651,SDU Spares,SDU-RTP10,3
00519C8,Belkin,8 PORT KVM SWITCH,RTP10 SDU Lab,DD,17,020022838,ACTIVE,3033370728,SDU Spares,SDU-RTP10,3
00519C9,IOGEAR,MINIVIEW ULTRA PS/2 KVM,RTP10 SDU Lab,DD,17,020022838,ACTIVE,O34A0006AO90018,SDU Spares,SDU-RTP10,3
00519CA,APCON,ACI-2064-C00-,RTP10 SDU Lab,CC,15,020022838,ACTIVE,6401102,SDU Spares,SDU-RTP10,3
00519CB,APCON,INTELLAPATCH SWITCH,RTP10 SDU Lab,CC,15,020022838,ACTIVE,597508,SDU Spares,SDU-RTP10,3
00519CE,Belkin,8 PORT KVM SWITCH,RTP10 SDU Lab,DD,17,020022838,ACTIVE,3044904097,SDU Spares,SDU-RTP10,3
00519CF,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,CC,19,020022838,ACTIVE,103471886,SDU Spares,SDU-RTP10,3
00519D0,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,DD,22,020022838,ACTIVE,103471875,SDU Spares,SDU-RTP10,3
00519D1,MRV,EMPMC-36RJ-R,RTP10 SDU Lab,CC,15,020022838,ACTIVE,061807EM0EPY,SDU Spares,SDU-RTP10,3
00519D2,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,19,020022838,ACTIVE,P1236120893,SDU Spares,SDU-RTP10,3
00519D3,CISCO,N5K-M1600,RTP10 SDU Lab,EE,26,020022838,ACTIVE,JAB1220017H,SDU CVF,SDU-RTP10,2
00519D4,IOGEAR,MINIVIEW ULTRA PS/2 KVM,RTP10 SDU Lab,DD,17,020022838,ACTIVE,SNNO-00519D4,SDU Spares,SDU-RTP10,3
00519D5,NEC,LCD1860NX,RTP10 SDU Lab,EE,19,020022838,ACTIVE,35130811YA,SDU CVF,SDU-RTP10,2
00519D7,PENGUIN COMPUTING,ALTUS 1300,RTP10 SDU Lab,CC,19,020022838,ACTIVE,P1236020865,SDU Spares,SDU-RTP10,3
00519DA,MRV,LX-5250-24VYS1,RTP10 SDU Lab,F,23,020022838,ACTIVE,AABC0000688,SDU CVF,SDU-RTP10,2
00519DB,MRV,LX-5250-24VYS1,RTP10 SDU Lab,E,17,020022838,ACTIVE,AABC0001297,SDU CVF,SDU-RTP10,2
00519DC,CISCO,MXE-3500-K9,RTP10 SDU Lab,F,24,020022838,ACTIVE,QCI1421A9QE,SDU CVF,SDU-RTP10,2
00519DD,CISCO,WS-X6548V-GE-TX,RTP10 SDU Lab,II,03,020022838,ACTIVE,SAL114141DM,SDU Spares,SDU-RTP10,3
00519DE,CISCO,N7K-M132XP-12,RTP10 SDU Lab,DD,29,020022838,ACTIVE,JAB122700GX,SDU Spares,SDU-RTP10,3
00519E0,CISCO,VS-C6504E-S720-10G,RTP10 SDU Lab,FF,27,020022838,ACTIVE,FOX1208G11L,SDU CVF,SDU-RTP10,2
00519E1,CISCO,WS-C6509-E,RTP10 SDU Lab,I,06,020022838,ACTIVE,SMG0933NBK1,SDU Spares,SDU-RTP10,3
00519E3,CISCO,AS2511-RJ,RTP10 SDU Lab,outgoing shipment,,020022838,MISSING,251516470,SDU Spares,SDU-RTP10,3
00519E7,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,EE,07,020022838,ACTIVE,FOX1349G4G9,SDU Spares,SDU-RTP10,3
00519E8,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,D,09,020022838,ACTIVE,FOX1312G0CX,SDU Spares,SDU-RTP10,3
00519E9,CISCO,WS-SUP720-3B,RTP10 SDU Lab,II,03,020022838,ACTIVE,SAL09401Z2G,SDU Spares,SDU-RTP10,3
00519EF,CISCO,WS-C4948-10GE-S,RTP10 SDU Lab,K,18,020022838,ACTIVE,FOX11010SRW,SDU Spares,SDU-RTP10,3
00519F0,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,JJ,12,020022838,ACTIVE,103471691,SDU Spares,SDU-RTP10,3
00519F2,MRV,LX-5250-24VYS1,RTP10 SDU Lab,G,17,020022838,ACTIVE,AABC0001325,SDU CVF,SDU-RTP10,2
00519F7,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE12024BP4,SDU Spares,SDU-RTP10,3
00519F8,CISCO,WS-SVC-FWM-1-K9,RTP10 SDU Lab,G,28,020022838,ACTIVE,SAD080204M3,SDU CVF,SDU-RTP10,2
00519FD,CISCO,WS-C4948-10GE,RTP10 SDU Lab,FF,26,020022838,ACTIVE,FOX1226H9GL,SDU CVF,SDU-RTP10,2
0051A00,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,GG,05,020022838,ACTIVE,FOX1307GF08,SDU VMDC Ent,SDU-RTP10,4
0051A01,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,08,020022838,ACTIVE,103471505,SDU Spares,SDU-RTP10,3
0051A02,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,D,09,020022838,ACTIVE,FOX1320H4XJ,SDU Spares,SDU-RTP10,3
0051A06,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,14,020022838,ACTIVE,103471690,SDU Spares,SDU-RTP10,3
0051A08,CISCO,WS-X6348-RJ-45,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL0725F9L1,SDU Spares,SDU-RTP10,3
0051A0A,CISCO,CISCO7603,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,FOX06030ESA,SDU Spares,SDU-RTP10,3
0051A0B,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,II,13,020022838,ACTIVE,103471854,SDU Spares,SDU-RTP10,3
0051A0C,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,10,020022838,ACTIVE,103471843,SDU Spares,SDU-RTP10,3
0051A0F,MRV,LX-5250-24VYS1,RTP10 SDU Lab,F,28,020022838,ACTIVE,AABC0000567,SDU CVF,SDU-RTP10,2
0051A10,CISCO,WS-C4900M,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE120110HM,SDU Spares,SDU-RTP10,3
0051A12,CISCO,WS-C4948-10GE,RTP10 SDU Lab,G,28,020022838,ACTIVE,FOX1226H96Q,SDU CVF,SDU-RTP10,2
0051A13,CISCO,WS-X4920-GB-RJ45,RTP10 SDU Lab,I,12,020022838,ACTIVE,JAE12024K7B,SDU Spares,SDU-RTP10,3
0051A15,CISCO,WS-C4948-10GE,RTP10 SDU Lab,G,29,020022838,ACTIVE,FOX1226H9E8,SDU CVF,SDU-RTP10,2
0051A17,CISCO,NM-32A,RTP10 SDU Lab,II,15,020022838,ACTIVE,35356626,SDU Spares,SDU-RTP10,3
0051A1A,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,JJ,08,020022838,ACTIVE,103471841,SDU Spares,SDU-RTP10,3
0051A1B,CISCO,WS-C6504E-S32-GE,RTP10 SDU Lab,FF,27,020022838,ACTIVE,FOX11310AAQ,SDU CVF,SDU-RTP10,2
0051A1E,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,H,14,020022838,ACTIVE,103471857,SDU VMDC Ent,SDU-RTP10,4
0051A22,CISCO,CISCO7606,RTP10 SDU Lab,JJ,12,020022838,ACTIVE,FOX0930010Q,SDU Spares,SDU-RTP10,3
0051A23,CISCO,CISCO7606,RTP10 SDU Lab,JJ,07,020022838,ACTIVE,TBM08040409,SDU CVF,SDU-RTP10,2
0051A24,CISCO,WS-SUP720-3BXL,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,SAL1213K7WS,SDU Spares,SDU-RTP10,3
0051A26,CISCO,WS-SVC-FWM-1-K9,RTP10 SDU Lab,I,13,020022838,INACTIVE,SAD090709YU,SDU Spares,SDU-RTP10,3
0051A28,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,11,020022838,ACTIVE,103471475,SDU Spares,SDU-RTP10,3
0051A2D,CISCO,WS-C6509E-S32-GE,RTP10 SDU Lab,EE,25,020022838,ACTIVE,SMG0913N1RH,SDU CVF,SDU-RTP10,2
0051A30,MRV,LX-5250-24VYS1,RTP10 SDU Lab,F,27,020022838,ACTIVE,AABC0000527,SDU CVF,SDU-RTP10,2
0051A34,CISCO,WS-C6513,RTP10 SDU Lab,JJ,09,020022838,ACTIVE,SAL08186BND,SDU Spares,SDU-RTP10,3
0051A36,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,13,020022838,ACTIVE,103471220,SDU Spares,SDU-RTP10,3
0051A39,CISCO,CISCO7603,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,FOX06221LKB,SDU Spares,SDU-RTP10,3
0051A3A,MRV,LX-5250-24VYS1,RTP10 SDU Lab,G,19,020022838,ACTIVE,AABC0001326,SDU CVF,SDU-RTP10,2
0051A3F,CISCO,SPA-8XCHT1/E1,RTP10 SDU Lab,JJ,08,020022838,ACTIVE,JAB100106N5,SDU Spares,SDU-RTP10,3
0051A43,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,09,020022838,ACTIVE,AABC0001108,SDU VMDC Ent,SDU-RTP10,4
0051A48,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1444CHBE,SDU Spares,SDU-RTP10,3
0051A49,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1446BQNK,SDU Spares,SDU-RTP10,3
0051A4F,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,08,020022838,ACTIVE,AABC0000539,SDU VMDC Ent,SDU-RTP10,4
0051A53,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,GG,08,020022838,ACTIVE,103471663,SDU VMDC Ent,SDU-RTP10,4
0051A5B,CISCO,N7K-SUP1,RTP10 SDU Lab,D,08,020022838,ACTIVE,JAB123400JY,SDU Spares,SDU-RTP10,3
0051A5C,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,GG,09,020022838,ACTIVE,103471664,SDU VMDC Ent,SDU-RTP10,4
0051A5D,CISCO,N7K-SUP1,RTP10 SDU Lab,D,08,020022838,ACTIVE,JAF1342ARLB,SDU Spares,SDU-RTP10,3
0051A61,CISCO,N7K-F132XP-15,RTP10 SDU Lab,FF,27,020022838,ACTIVE,JAF1448AANQ,SDU CVF,SDU-RTP10,2
0051A64,IXIA,LSM1000XMS12-01,RTP10 SDU Lab,GG,03,020022838,ACTIVE,80513,SDU VMDC Ent,SDU-RTP10,4
0051A65,CISCO,MCS-7816-I4-IPC1,RTP10 SDU Lab,D,12,020022838,ACTIVE,KQRNTVD,SDU Spares,SDU-RTP10,3
0051A66,CISCO,N2K-C2148T-1GE,RTP10 SDU Lab,GG,08,020022838,ACTIVE,FOX1321G4AV,SDU VMDC Ent,SDU-RTP10,4
0051A6E,CISCO,N2K-C2232PP-10GE,RTP10 SDU Lab,GG,02,020022838,ACTIVE,SSI154103DW,SDU VMDC Ent,SDU-RTP10,4
0051A71,CISCO,N7K-C7010,RTP10 SDU Lab,D,04,020022838,ACTIVE,TBM12347481,SDU Spares,SDU-RTP10,3
0051A72,CISCO,N2K-C2232PP-10GE,RTP10 SDU Lab,GG,02,020022838,ACTIVE,SSI154103FA,SDU VMDC Ent,SDU-RTP10,4
0051A73,CISCO,WS-X6708-10G-3CXL,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAL113707YC,SDU Spares,SDU-RTP10,3
0051A74,CISCO,WS-C6506-E,RTP10 SDU Lab,GG,13,020022838,ACTIVE,SAL1022Q78M,SDU VMDC Ent,SDU-RTP10,4
0051A7C,CISCO,WS-C6509-E,RTP10 SDU Lab,I,05,020022838,ACTIVE,SMG1202N0YJ,SDU Spares,SDU-RTP10,3
0051A7D,CISCO,WS-SVC-NAM-2,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD0707008B,SDU Spares,SDU-RTP10,3
0051A7E,CISCO,WS-SVC-NAM-2,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD104603K9,SDU Spares,SDU-RTP10,3
0051A7F,CISCO,ASA5585-S10X-K9,RTP10 SDU Lab,F,21,020022838,ACTIVE,JMX153170LK,SDU CVF,SDU-RTP10,2
0051A80,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,I,03,020022838,ACTIVE,103471660,SDU Spares,SDU-RTP10,3
0051A82,CISCO,WS-C4948-10GE,RTP10 SDU Lab,EE,25,020022838,ACTIVE,FOX1437G15B,SDU CVF,SDU-RTP10,2
0051A85,CISCO,VS-S720-10G,RTP10 SDU Lab,HH,02,020022838,ACTIVE,SAD12080862,SDU VMDC Ent,SDU-RTP10,4
0051A86,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1446ALBL,SDU Spares,SDU-RTP10,3
0051A87,CISCO,WS-C6509E-S32-GE,RTP10 SDU Lab,I,10,020022838,ACTIVE,SMG1035NVX8,SDU Spares,SDU-RTP10,3
0051A8B,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,05,020022838,ACTIVE,AABC0001044,SDU VMDC Ent,SDU-RTP10,4
0051A8C,CISCO,WS-SVC-FWM-1,RTP10 SDU Lab,CC,05,020022838,ACTIVE,SAD1002074E,SDU CVF,SDU-RTP10,2
0051A8D,CISCO,VS-S720-10G,RTP10 SDU Lab,HH,02,020022838,ACTIVE,SAL13431XW5,SDU VMDC Ent,SDU-RTP10,4
0051A8E,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1446AQTL,SDU Spares,SDU-RTP10,3
0051A90,CISCO,ASA5585-S10X-K9,RTP10 SDU Lab,F,21,020022838,ACTIVE,JMX153170LJ,SDU CVF,SDU-RTP10,2
0051A92,CISCO,WS-C6509-E,RTP10 SDU Lab,CC,05,020022838,ACTIVE,SMG1019NJGD,SDU CVF,SDU-RTP10,2
0051A94,CISCO,WS-SVC-FWM-1-K9,RTP10 SDU Lab,CC,05,020022838,ACTIVE,SAD100406JP,SDU CVF,SDU-RTP10,2
0051A96,CISCO,WS-X6708-10GE,RTP10 SDU Lab,GG,13,020022838,ACTIVE,SAD1037082F,SDU VMDC Ent,SDU-RTP10,4
0051A9D,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1444CHCG,SDU Spares,SDU-RTP10,3
0051A9E,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,GG,04,020022838,ACTIVE,103471661,SDU VMDC Ent,SDU-RTP10,4
0051A9F,MRV,LX-5250-24VYS1,RTP10 SDU Lab,GG,04,020022838,ACTIVE,AABC0000862,SDU VMDC Ent,SDU-RTP10,4
0051AA0,CISCO,N7K-M108X2-12L,RTP10 SDU Lab,DD,30,020022838,ACTIVE,JAF1446ALBK,SDU Spares,SDU-RTP10,3
0051AA2,CISCO,"RACK: 19"" - 7FT",RTP10 SDU Lab,GG,05,020022838,ACTIVE,103471662,SDU VMDC Ent,SDU-RTP10,4
0051AA3,CISCO,WS-X6708-10G-3CXL,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD1044021V,SDU Spares,SDU-RTP10,3
0051AA4,CISCO,WS-SVC-FWM-1,RTP10 SDU Lab,DD,27,020022838,ACTIVE,SAD070500LM,SDU Spares,SDU-RTP10,3
0051AA5,CISCO,N5K-M1404,RTP10 SDU Lab,D,10,020022838,ACTIVE,JAB1210017W,SDU Spares,SDU-RTP10,3
